path,top_level,kind,line_count,bytes,summary
tests/fixtures/hushwheel_lexiconarium/docs/catalog.md,tests,markdown,357,27404,Hushwheel Representative Catalog
tests/fixtures/hushwheel_lexiconarium/docs/concepts.md,tests,markdown,37,1559,Hushwheel Concepts
tests/fixtures/hushwheel_lexiconarium/docs/constellation-atlas.md,tests,markdown,142,5111,Hushwheel Constellation Atlas §::<[]>
tests/fixtures/hushwheel_lexiconarium/docs/districts.md,tests,markdown,42,1151,Hushwheel Districts
tests/fixtures/hushwheel_lexiconarium/docs/doxygen-fonts.sty,tests,binary,,212,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/docs/doxygen-fonts.sty
tests/fixtures/hushwheel_lexiconarium/docs/hushwheel-reference.pdf,tests,binary,,132,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/docs/hushwheel-reference.pdf
tests/fixtures/hushwheel_lexiconarium/docs/operations.md,tests,markdown,35,1068,Hushwheel Operations
tests/fixtures/hushwheel_lexiconarium/docs/packaging.md,tests,markdown,33,1112,Hushwheel Packaging
tests/fixtures/hushwheel_lexiconarium/docs/testing.md,tests,markdown,80,3507,Hushwheel Testing
tests/fixtures/hushwheel_lexiconarium/fixture-manifest.json,tests,json,49,1098,"JSON object with keys: entry_count, source_size_bytes, doc_files"
tests/fixtures/hushwheel_lexiconarium/include/hushwheel.h,tests,binary,,404,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/include/hushwheel.h
tests/fixtures/hushwheel_lexiconarium/packaging/hushwheel.1,tests,binary,,1303,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/packaging/hushwheel.1
tests/fixtures/hushwheel_lexiconarium/packaging/hushwheel.package.json,tests,json,29,591,"JSON object with keys: name, version, summary"
tests/fixtures/hushwheel_lexiconarium/src/hushwheel.c,tests,binary,,1694579,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_internal.h,tests,binary,,603,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_internal.h
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_argent.c,tests,binary,,324091,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_argent.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_bhagavatam.c,tests,binary,,326160,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_bhagavatam.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_crosscanon.c,tests,binary,,326144,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_crosscanon.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_editorial.c,tests,binary,,325628,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_editorial.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_gita.c,tests,binary,,323055,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_gita.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_kernel.c,tests,binary,,324068,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_kernel.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_psalter.c,tests,binary,,324600,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_psalter.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_ranger.c,tests,binary,,324105,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spoke_ranger.c
tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spokes.c,tests,binary,,1074,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/src/hushwheel_spokes.c
tests/fixtures/hushwheel_lexiconarium/tests/bdd/hushwheel.feature,tests,gherkin,28,1021,Feature: Hushwheel CLI
tests/fixtures/hushwheel_lexiconarium/tests/bdd/run_bdd.py,tests,python,94,3146,Python module for run bdd
tests/fixtures/hushwheel_lexiconarium/tests/integration/cli_suite.py,tests,python,122,4482,Python module for cli suite
tests/fixtures/hushwheel_lexiconarium/tests/unit/test_hushwheel_unit.c,tests,binary,,2002,Binary tracked asset at tests/fixtures/hushwheel_lexiconarium/tests/unit/test_hushwheel_unit.c
tests/fixtures/hushwheel_lexiconarium/tools/lint_hushwheel.py,tests,python,143,4678,Python module for lint hushwheel
tests/fixtures/hushwheel_lexiconarium/tools/regenerate_hushwheel_fixture.py,tests,python,866,31375,Python module for regenerate hushwheel fixture
tests/test_azure_runtime.py,tests,python,208,7540,Python module for test azure runtime
tests/test_benchmarks_and_notebook_scaffolding.py,tests,python,274,11859,Python module for test benchmarks and notebook scaffolding
tests/test_cli_and_dspy.py,tests,python,1876,68608,Python module for test cli and dspy
tests/test_codex_proxy.py,tests,python,2266,84170,Python module for test codex proxy
tests/test_dspy_training.py,tests,python,1761,70610,Python module for test dspy training
tests/test_exploratorium_translation.py,tests,python,158,5935,Python module for test exploratorium translation
tests/test_file_summaries.py,tests,python,230,9110,Python module for test file summaries
tests/test_github_pr_gates.py,tests,python,183,5678,Python module for test github pr gates
tests/test_hushwheel_fixture.py,tests,python,101,4617,Python module for test hushwheel fixture
tests/test_hushwheel_program_surface.py,tests,python,125,4626,Python module for test hushwheel program surface
tests/test_live_azure_integration.py,tests,python,83,2634,Python module for test live azure integration
tests/test_lookup_first.py,tests,python,108,3559,Python module for test lookup first
tests/test_mcp_branches.py,tests,python,31,1077,Python module for test mcp branches
tests/test_mcp_server.py,tests,python,799,26557,Python module for test mcp server
tests/test_mcp_stdio.py,tests,python,42,988,Python module for test mcp stdio
tests/test_notebook_runner.py,tests,python,84,3088,Python module for test notebook runner
tests/test_pages_site.py,tests,python,225,9045,Python module for test pages site
tests/test_population_samples.py,tests,python,76,3144,Python module for test population samples
tests/test_project_surfaces.py,tests,python,486,21558,Python module for test project surfaces
tests/test_repository_rag_bdd.py,tests,python,30,879,Python module for test repository rag bdd
tests/test_retrieval.py,tests,python,389,13362,Python module for test retrieval
tests/test_runtime_artifacts_azure.py,tests,python,1750,67795,Python module for test runtime artifacts azure
tests/test_rust_lookup.py,tests,python,95,3099,Python module for test rust lookup
tests/test_term_extraction.py,tests,python,141,4846,Python module for test term extraction
tests/test_todo_backlog.py,tests,python,103,3505,Python module for test todo backlog
tests/test_training_samples.py,tests,python,3162,125786,Python module for test training samples
tests/test_utilities.py,tests,python,4020,156314,Python module for test utilities
tests/test_verification.py,tests,python,66,3156,Python module for test verification
tests/test_workflow.py,tests,python,99,3456,Python module for test workflow
tests/test_workflow_live.py,tests,python,128,4292,Python module for test workflow live
todo-backlog.yaml,todo-backlog.yaml,yaml,128,6116,repository_web_base: https://github.com/realagiorganization/dspy_rag_in_repo_docs_and_impl1/blob/master
utilities/README.md,utilities,markdown,54,3495,Repository Utilities
uv.lock,uv.lock,lockfile,4315,784153,version = 1
